time,station,waterMeasured
1693541344,Innova-1,0.0
1693541347,Innova-1,0.0
1693541349,Innova-1,0.0
1693541351,Innova-1,0.0
1693541353,Innova-1,0.0
1693541355,Innova-1,0.0
1693541357,Innova-1,0.0
1693541360,Innova-1,0.0
1693541362,Innova-1,0.0
1693541366,Innova-1,0.0
1693541369,Innova-1,0.0
1693541371,Innova-1,0.0
1693541373,Innova-1,0.0
1693541375,Innova-1,0.0
1693541377,Innova-1,0.0
1693541379,Innova-1,0.0
1693541382,Innova-1,0.0
1693541384,Innova-1,0.0
1693541386,Innova-1,0.0
1693541388,Innova-1,0.0
1693541390,Innova-1,0.0
1693541393,Innova-1,0.0
1693541395,Innova-1,0.0
1693541398,Innova-1,0.0
1693541400,Innova-1,0.0
1693541402,Innova-1,0.0
1693541405,Innova-1,0.0
1693541407,Innova-1,0.0
1693541409,Innova-1,0.0
1693541411,Innova-1,0.0
1693541413,Innova-1,0.0
1693541415,Innova-1,0.0
1693541418,Innova-1,0.0
1693541420,Innova-1,0.0
1693541422,Innova-1,0.0
1693541424,Innova-1,0.0
1693541426,Innova-1,0.0
1693541428,Innova-1,0.0
1693541431,Innova-1,0.0
1693541433,Innova-1,0.0
1693541435,Innova-1,0.0
1693541437,Innova-1,0.0
1693541439,Innova-1,0.0
1693541441,Innova-1,0.0
1693541444,Innova-1,0.0
1693541446,Innova-1,0.0
1693541448,Innova-1,0.0
1693541450,Innova-1,0.0
1693541452,Innova-1,0.0
1693541454,Innova-1,0.0
1693541456,Innova-1,0.0
1693541459,Innova-1,0.0
1693541461,Innova-1,0.0
1693541463,Innova-1,0.0
1693541465,Innova-1,0.0
1693541468,Innova-1,0.0
1693541470,Innova-1,0.0
1693541472,Innova-1,0.0
1693541474,Innova-1,0.0
1693541476,Innova-1,0.0
1693541478,Innova-1,0.0
1693541480,Innova-1,0.0
1693541483,Innova-1,0.0
1693541485,Innova-1,0.0
1693541487,Innova-1,0.0
1693541489,Innova-1,0.0
1693541491,Innova-1,0.0
1693541494,Innova-1,0.0
1693541496,Innova-1,0.0
1693541498,Innova-1,0.0
1693541500,Innova-1,0.0
1693541502,Innova-1,0.0
1693541505,Innova-1,0.0
1693541507,Innova-1,0.0
1693541509,Innova-1,0.0
1693541511,Innova-1,0.0
1693541513,Innova-1,0.0
1693541515,Innova-1,0.0
1693541517,Innova-1,0.0
1693541520,Innova-1,0.0
1693541522,Innova-1,0.0
1693541524,Innova-1,0.0
1693541526,Innova-1,0.0
1693541528,Innova-1,0.0
1693541531,Innova-1,0.0
1693541533,Innova-1,0.0
1693541535,Innova-1,0.0
1693541537,Innova-1,0.0
1693541539,Innova-1,0.0
1693541541,Innova-1,0.0
1693541545,Innova-1,0.0
1693541547,Innova-1,0.0
1693541549,Innova-1,0.0
1693541551,Innova-1,0.0
1693541554,Innova-1,0.0
1693541556,Innova-1,0.0
1693541558,Innova-1,0.0
1693541560,Innova-1,0.0
1693541565,Innova-1,0.0
1693541567,Innova-1,0.0
1693541569,Innova-1,0.0
1693541571,Innova-1,0.0
1693541573,Innova-1,0.0
1693541575,Innova-1,0.0
1693541577,Innova-1,0.0
1693541580,Innova-1,0.0
1693541582,Innova-1,0.0
1693541584,Innova-1,0.0
1693541586,Innova-1,0.0
1693541588,Innova-1,0.0
1693541590,Innova-1,0.0
1693541592,Innova-1,0.0
1693541595,Innova-1,0.0
1693541597,Innova-1,0.0
1693541599,Innova-1,0.0
1693541601,Innova-1,0.0
1693541603,Innova-1,0.0
1693541606,Innova-1,0.0
1693541608,Innova-1,0.0
1693541610,Innova-1,0.0
1693541612,Innova-1,0.0
1693541614,Innova-1,0.0
1693541617,Innova-1,0.0
1693541619,Innova-1,0.0
1693541621,Innova-1,0.0
1693541624,Innova-1,0.0
1693541626,Innova-1,0.0
1693541628,Innova-1,0.0
1693541630,Innova-1,0.0
1693541632,Innova-1,0.0
1693541634,Innova-1,0.0
1693541637,Innova-1,0.0
1693541639,Innova-1,0.0
1693541641,Innova-1,0.0
1693541643,Innova-1,0.0
1693541645,Innova-1,0.0
1693541648,Innova-1,0.0
1693541650,Innova-1,0.0
1693541652,Innova-1,0.0
1693541654,Innova-1,0.0
1693541656,Innova-1,0.0
1693541659,Innova-1,0.0
1693541661,Innova-1,0.0
1693541663,Innova-1,0.0
1693541665,Innova-1,0.0
1693541667,Innova-1,0.0
1693541669,Innova-1,0.0
1693541672,Innova-1,0.0
1693541674,Innova-1,0.0
1693541676,Innova-1,0.0
1693541678,Innova-1,0.0
1693541680,Innova-1,0.0
1693541682,Innova-1,0.0
1693541684,Innova-1,0.0
1693541687,Innova-1,0.0
1693541689,Innova-1,0.0
1693541691,Innova-1,0.0
1693541693,Innova-1,0.0
1693541695,Innova-1,0.0
1693541697,Innova-1,0.0
1693541700,Innova-1,0.0
1693541702,Innova-1,0.0
1693541704,Innova-1,0.0
1693541706,Innova-1,0.0
1693541708,Innova-1,0.0
1693541710,Innova-1,0.0
1693541713,Innova-1,0.0
1693541715,Innova-1,0.0
1693541717,Innova-1,0.0
1693541719,Innova-1,0.0
1693541722,Innova-1,0.0
1693541724,Innova-1,0.0
1693541726,Innova-1,0.0
1693541728,Innova-1,0.0
1693541736,Innova-1,0.0
1693541739,Innova-1,0.0
1693541741,Innova-1,0.0
1693541743,Innova-1,0.0
1693541745,Innova-1,0.0
1693541747,Innova-1,0.0
1693541749,Innova-1,0.0
1693541752,Innova-1,0.0
1693541754,Innova-1,0.0
1693541760,Innova-1,0.0
1693541763,Innova-1,0.0
1693541765,Innova-1,0.0
1693541767,Innova-1,0.0
1693541769,Innova-1,0.0
1693541772,Innova-1,0.0
1693541778,Innova-1,0.0
1693541781,Innova-1,0.0
1693541783,Innova-1,0.0
1693541785,Innova-1,0.0
1693541787,Innova-1,0.0
1693541789,Innova-1,0.0
1693541791,Innova-1,0.0
1693541793,Innova-1,0.0
1693541796,Innova-1,0.0
1693541798,Innova-1,0.0
1693541800,Innova-1,0.0
1693541802,Innova-1,0.0
1693541805,Innova-1,0.0
1693541807,Innova-1,0.0
1693541809,Innova-1,0.0
1693541813,Innova-1,0.0
1693541815,Innova-1,0.0
1693541817,Innova-1,0.0
1693541819,Innova-1,0.0
1693541822,Innova-1,0.0
1693541824,Innova-1,0.0
1693541831,Innova-1,0.0
1693541834,Innova-1,0.0
1693541836,Innova-1,0.0
1693541838,Innova-1,0.0
1693541840,Innova-1,0.0
1693541842,Innova-1,0.0
1693541848,Innova-1,0.0
1693541850,Innova-1,0.0
1693541852,Innova-1,0.0
1693541855,Innova-1,0.0
1693541857,Innova-1,0.0
1693541860,Innova-1,0.0
1693541862,Innova-1,0.0
1693541864,Innova-1,0.0
1693541866,Innova-1,0.0
1693541869,Innova-1,0.0
1693541871,Innova-1,0.0
1693541874,Innova-1,0.0
1693541876,Innova-1,0.0
1693541878,Innova-1,0.0
1693541880,Innova-1,0.0
1693541882,Innova-1,0.0
1693541885,Innova-1,0.0
1693541887,Innova-1,0.0
1693541890,Innova-1,0.0
1693541892,Innova-1,0.0
1693541894,Innova-1,0.0
1693541896,Innova-1,0.0
1693541898,Innova-1,0.0
1693541900,Innova-1,0.0
1693541902,Innova-1,0.0
1693541905,Innova-1,0.0
1693541907,Innova-1,0.0
1693541909,Innova-1,0.0
1693541911,Innova-1,0.0
1693541913,Innova-1,0.0
1693541915,Innova-1,0.0
1693541918,Innova-1,0.0
1693541920,Innova-1,0.0
1693541922,Innova-1,0.0
1693541924,Innova-1,0.0
1693541926,Innova-1,0.0
1693541928,Innova-1,0.0
1693541931,Innova-1,0.0
1693541933,Innova-1,0.0
1693541935,Innova-1,0.0
1693541937,Innova-1,0.0
1693541939,Innova-1,0.0
1693541942,Innova-1,0.0
1693541944,Innova-1,0.0
1693541946,Innova-1,0.0
1693541948,Innova-1,0.0
1693541950,Innova-1,0.0
1693541952,Innova-1,0.0
1693541955,Innova-1,0.0
1693541957,Innova-1,0.0
1693541959,Innova-1,0.0
1693541961,Innova-1,0.0
1693541963,Innova-1,0.0
1693541965,Innova-1,0.0
1693541967,Innova-1,0.0
1693541970,Innova-1,0.0
1693541972,Innova-1,0.0
1693541974,Innova-1,0.0
1693541976,Innova-1,0.0
1693541979,Innova-1,0.0
1693541981,Innova-1,0.0
1693541983,Innova-1,0.0
1693541985,Innova-1,0.0
1693541987,Innova-1,0.0
1693541989,Innova-1,0.0
1693541991,Innova-1,0.0
1693541994,Innova-1,0.0
1693541996,Innova-1,0.0
1693541998,Innova-1,0.0
1693542000,Innova-1,0.0
1693542002,Innova-1,0.0
1693542005,Innova-1,0.0
1693542007,Innova-1,0.0
1693542009,Innova-1,0.0
1693542012,Innova-1,0.0
1693542014,Innova-1,0.0
1693542016,Innova-1,0.0
1693542018,Innova-1,0.0
1693542021,Innova-1,0.0
1693542023,Innova-1,0.0
1693542025,Innova-1,0.0
1693542027,Innova-1,0.0
1693542029,Innova-1,0.0
1693542031,Innova-1,0.0
1693542034,Innova-1,0.0
1693542036,Innova-1,0.0
1693542038,Innova-1,0.0
1693542040,Innova-1,0.0
1693542043,Innova-1,0.0
1693542045,Innova-1,0.0
1693542047,Innova-1,0.0
1693542049,Innova-1,0.0
1693542051,Innova-1,0.0
1693542053,Innova-1,0.0
1693542056,Innova-1,0.0
1693542058,Innova-1,0.0
1693542060,Innova-1,0.0
1693542062,Innova-1,0.0
1693542064,Innova-1,0.0
1693542066,Innova-1,0.0
1693542069,Innova-1,0.0
1693542071,Innova-1,0.0
1693542073,Innova-1,0.0
1693542075,Innova-1,0.0
1693542077,Innova-1,0.0
1693542079,Innova-1,0.0
1693542082,Innova-1,0.0
1693542084,Innova-1,0.0
1693542086,Innova-1,0.0
1693542088,Innova-1,0.0
1693542090,Innova-1,0.0
1693542092,Innova-1,0.0
1693542094,Innova-1,0.0
1693542097,Innova-1,0.0
1693542099,Innova-1,0.0
1693542101,Innova-1,0.0
1693542103,Innova-1,0.0
1693542105,Innova-1,0.0
1693542107,Innova-1,0.0
1693542109,Innova-1,0.0
1693542112,Innova-1,0.0
1693542114,Innova-1,0.0
1693542116,Innova-1,0.0
1693542118,Innova-1,0.0
1693542120,Innova-1,0.0
1693542122,Innova-1,0.0
1693542124,Innova-1,0.0
1693542127,Innova-1,0.0
1693542129,Innova-1,0.0
1693542131,Innova-1,0.0
1693542133,Innova-1,0.0
1693542135,Innova-1,0.0
1693542137,Innova-1,0.0
1693542140,Innova-1,0.0
1693542142,Innova-1,0.0
1693542144,Innova-1,0.0
1693542146,Innova-1,0.0
1693542148,Innova-1,0.0
1693542150,Innova-1,0.0
1693542153,Innova-1,0.0
1693542155,Innova-1,0.0
1693542157,Innova-1,0.0
1693542159,Innova-1,0.0
1693542161,Innova-1,0.0
1693542163,Innova-1,0.0
1693542166,Innova-1,0.0
1693542168,Innova-1,0.0
1693542170,Innova-1,0.0
1693542172,Innova-1,0.0
1693542174,Innova-1,0.0
1693542176,Innova-1,0.0
1693542178,Innova-1,0.0
1693542181,Innova-1,0.0
1693542183,Innova-1,0.0
1693542185,Innova-1,0.0
1693542187,Innova-1,0.0
1693542190,Innova-1,0.0
1693542192,Innova-1,0.0
1693542194,Innova-1,0.0
1693542196,Innova-1,0.0
1693542198,Innova-1,0.0
1693542200,Innova-1,0.0
1693542202,Innova-1,0.0
1693542205,Innova-1,0.0
1693542207,Innova-1,0.0
1693542209,Innova-1,0.0
1693542211,Innova-1,0.0
1693542213,Innova-1,0.0
1693542215,Innova-1,0.0
1693542218,Innova-1,0.0
1693542220,Innova-1,0.0
1693542222,Innova-1,0.0
1693542224,Innova-1,0.0
1693542226,Innova-1,0.0
1693542228,Innova-1,0.0
1693542230,Innova-1,0.0
1693542233,Innova-1,0.0
1693542235,Innova-1,0.0
1693542237,Innova-1,0.0
1693542239,Innova-1,0.0
1693542241,Innova-1,0.0
1693542243,Innova-1,0.0
1693542245,Innova-1,0.0
1693542248,Innova-1,0.0
1693542250,Innova-1,0.0
1693542252,Innova-1,0.0
1693542254,Innova-1,0.0
1693542257,Innova-1,0.0
1693542259,Innova-1,0.0
1693542261,Innova-1,0.0
1693542263,Innova-1,0.0
1693542266,Innova-1,0.0
1693542268,Innova-1,0.0
1693542270,Innova-1,0.0
1693542275,Innova-1,0.0
1693542277,Innova-1,0.0
1693542279,Innova-1,0.0
1693542281,Innova-1,0.0
1693542283,Innova-1,0.0
1693542285,Innova-1,0.0
1693542288,Innova-1,0.0
1693542290,Innova-1,0.0
1693542292,Innova-1,0.0
1693542294,Innova-1,0.0
1693542296,Innova-1,0.0
1693542299,Innova-1,0.0
1693542301,Innova-1,0.0
1693542303,Innova-1,0.0
1693542305,Innova-1,0.0
1693542307,Innova-1,0.0
1693542309,Innova-1,0.0
1693542312,Innova-1,0.0
1693542314,Innova-1,0.0
1693542316,Innova-1,0.0
1693542318,Innova-1,0.0
1693542320,Innova-1,0.0
1693542322,Innova-1,0.0
1693542325,Innova-1,0.0
1693542327,Innova-1,0.0
1693542330,Innova-1,0.0
1693542332,Innova-1,0.0
1693542334,Innova-1,0.0
1693542337,Innova-1,0.0
1693542339,Innova-1,0.0
1693542341,Innova-1,0.0
1693542343,Innova-1,0.0
1693542345,Innova-1,0.0
1693542348,Innova-1,0.0
1693542350,Innova-1,0.0
1693542352,Innova-1,0.0
1693542354,Innova-1,0.0
1693542356,Innova-1,0.0
1693542359,Innova-1,0.0
1693542361,Innova-1,0.0
1693542363,Innova-1,0.0
1693542365,Innova-1,0.0
1693542367,Innova-1,0.0
1693542369,Innova-1,0.0
1693542372,Innova-1,0.0
1693542374,Innova-1,0.0
1693542376,Innova-1,0.0
1693542378,Innova-1,0.0
1693542380,Innova-1,0.0
1693542383,Innova-1,0.0
1693542385,Innova-1,0.0
1693542387,Innova-1,0.0
1693542389,Innova-1,0.0
1693542391,Innova-1,0.0
1693542393,Innova-1,0.0
1693542396,Innova-1,0.0
1693542398,Innova-1,0.0
1693542400,Innova-1,0.0
1693542402,Innova-1,0.0
1693542404,Innova-1,0.0
1693542406,Innova-1,0.0
1693542409,Innova-1,0.0
1693542411,Innova-1,0.0
1693542414,Innova-1,0.0
1693542416,Innova-1,0.0
1693542418,Innova-1,0.0
1693542420,Innova-1,0.0
1693542423,Innova-1,0.0
1693542425,Innova-1,0.0
1693542427,Innova-1,0.0
1693542429,Innova-1,0.0
1693542431,Innova-1,0.0
1693542435,Innova-1,0.0
1693542437,Innova-1,0.0
1693542439,Innova-1,0.0
1693542441,Innova-1,0.0
1693542447,Innova-1,0.0
1693542449,Innova-1,0.0
1693542451,Innova-1,0.0
1693542454,Innova-1,0.0
1693542456,Innova-1,0.0
1693542458,Innova-1,0.0
1693542460,Innova-1,0.0
1693542462,Innova-1,0.0
1693542465,Innova-1,0.0
1693542470,Innova-1,0.0
1693542472,Innova-1,0.0
1693542474,Innova-1,0.0
1693542476,Innova-1,0.0
1693542479,Innova-1,0.0
1693542481,Innova-1,0.0
1693542484,Innova-1,0.0
1693542486,Innova-1,0.0
1693542488,Innova-1,0.0
1693542490,Innova-1,0.0
1693542492,Innova-1,0.0
1693542495,Innova-1,0.0
1693542497,Innova-1,0.0
1693542500,Innova-1,0.0
1693542502,Innova-1,0.0
1693542504,Innova-1,0.0
1693542506,Innova-1,0.0
1693542508,Innova-1,0.0
1693542510,Innova-1,0.0
1693542513,Innova-1,0.0
1693542515,Innova-1,0.0
1693542517,Innova-1,0.0
1693542520,Innova-1,0.0
1693542522,Innova-1,0.0
1693542524,Innova-1,0.0
1693542526,Innova-1,0.0
1693542528,Innova-1,0.0
1693542530,Innova-1,0.0
1693542532,Innova-1,0.0
1693542535,Innova-1,0.0
1693542537,Innova-1,0.0
1693542539,Innova-1,0.0
1693542542,Innova-1,0.0
1693542545,Innova-1,0.0
1693542547,Innova-1,0.0
1693542550,Innova-1,0.0
1693542552,Innova-1,0.0
1693542555,Innova-1,0.0
1693542557,Innova-1,0.0
1693542560,Innova-1,0.0
1693542562,Innova-1,0.0
1693542564,Innova-1,0.0
1693542566,Innova-1,0.0
1693542568,Innova-1,0.0
1693542570,Innova-1,0.0
1693542572,Innova-1,0.0
1693542575,Innova-1,0.0
1693542578,Innova-1,0.0
1693542580,Innova-1,0.0
1693542582,Innova-1,0.0
1693542584,Innova-1,0.0
1693542588,Innova-1,0.0
1693542590,Innova-1,0.0
1693542592,Innova-1,0.0
1693542594,Innova-1,0.0
1693542597,Innova-1,0.0
1693542599,Innova-1,0.0
1693542601,Innova-1,0.0
1693542603,Innova-1,0.0
1693542605,Innova-1,0.0
1693542607,Innova-1,0.0
1693542610,Innova-1,0.0
1693542612,Innova-1,0.0
1693542614,Innova-1,0.0
1693542616,Innova-1,0.0
1693542618,Innova-1,0.0
1693542620,Innova-1,0.0
1693542623,Innova-1,0.0
1693542625,Innova-1,0.0
1693542627,Innova-1,0.0
1693542629,Innova-1,0.0
1693542631,Innova-1,0.0
1693542634,Innova-1,0.0
1693542636,Innova-1,0.0
1693542638,Innova-1,0.0
1693542640,Innova-1,0.0
1693542643,Innova-1,0.0
1693542645,Innova-1,0.0
1693542647,Innova-1,0.0
1693542649,Innova-1,0.0
1693542652,Innova-1,0.0
1693542654,Innova-1,0.0
1693542656,Innova-1,0.0
1693542658,Innova-1,0.0
1693542660,Innova-1,0.0
1693542662,Innova-1,0.0
1693542665,Innova-1,0.0
1693542667,Innova-1,0.0
1693542669,Innova-1,0.0
1693542671,Innova-1,0.0
1693542673,Innova-1,0.0
1693542675,Innova-1,0.0
1693542677,Innova-1,0.0
1693542680,Innova-1,0.0
1693542682,Innova-1,0.0
1693542684,Innova-1,0.0
1693542686,Innova-1,0.0
1693542688,Innova-1,0.0
1693542690,Innova-1,0.0
1693542692,Innova-1,0.0
1693542695,Innova-1,0.0
1693542697,Innova-1,0.0
1693542699,Innova-1,0.0
1693542701,Innova-1,0.0
1693542706,Innova-1,0.0
1693542708,Innova-1,0.0
1693542711,Innova-1,0.0
1693542713,Innova-1,0.0
1693542715,Innova-1,0.0
1693542717,Innova-1,0.0
1693542719,Innova-1,0.0
1693542721,Innova-1,0.0
1693542724,Innova-1,0.0
1693542726,Innova-1,0.0
1693542728,Innova-1,0.0
1693542731,Innova-1,0.0
1693542733,Innova-1,0.0
1693542735,Innova-1,0.0
1693542737,Innova-1,0.0
1693542739,Innova-1,0.0
1693542741,Innova-1,0.0
1693542743,Innova-1,0.0
1693542746,Innova-1,0.0
1693542748,Innova-1,0.0
1693542750,Innova-1,0.0
1693542752,Innova-1,0.0
1693542754,Innova-1,0.0
1693542756,Innova-1,0.0
1693542759,Innova-1,0.0
1693542761,Innova-1,0.0
1693542763,Innova-1,0.0
1693542765,Innova-1,0.0
1693542767,Innova-1,0.0
1693542769,Innova-1,0.0
1693542772,Innova-1,0.0
1693542774,Innova-1,0.0
1693542776,Innova-1,0.0
1693542778,Innova-1,0.0
1693542781,Innova-1,0.0
1693542783,Innova-1,0.0
1693542785,Innova-1,0.0
1693542787,Innova-1,0.0
1693542789,Innova-1,0.0
1693542791,Innova-1,0.0
1693542794,Innova-1,0.0
1693542796,Innova-1,0.0
1693542798,Innova-1,0.0
1693542800,Innova-1,0.0
1693542803,Innova-1,0.0
1693542805,Innova-1,0.0
1693542807,Innova-1,0.0
1693542809,Innova-1,0.0
1693542811,Innova-1,0.0
1693542813,Innova-1,0.0
1693542815,Innova-1,0.0
1693542818,Innova-1,0.0
1693542820,Innova-1,0.0
1693542822,Innova-1,0.0
1693542824,Innova-1,0.0
1693542826,Innova-1,0.0
1693542829,Innova-1,0.0
1693542831,Innova-1,0.0
1693542833,Innova-1,0.0
1693542835,Innova-1,0.0
1693542837,Innova-1,0.0
1693542839,Innova-1,0.0
1693542841,Innova-1,0.0
1693542844,Innova-1,0.0
1693542846,Innova-1,0.0
1693542848,Innova-1,0.0
1693542850,Innova-1,0.0
1693542853,Innova-1,0.0
1693542855,Innova-1,0.0
1693542857,Innova-1,0.0
1693542859,Innova-1,0.0
1693542861,Innova-1,0.0
1693542863,Innova-1,0.0
1693542866,Innova-1,0.0
1693542868,Innova-1,0.0
1693542871,Innova-1,0.0
1693542873,Innova-1,0.0
1693542875,Innova-1,0.0
1693542877,Innova-1,0.0
1693542879,Innova-1,0.0
1693542881,Innova-1,0.0
1693542884,Innova-1,0.0
1693542886,Innova-1,0.0
1693542888,Innova-1,0.0
1693542890,Innova-1,0.0
1693542892,Innova-1,0.0
1693542895,Innova-1,0.0
1693542897,Innova-1,0.0
1693542899,Innova-1,0.0
1693542901,Innova-1,0.0
1693542903,Innova-1,0.0
1693542905,Innova-1,0.0
1693542908,Innova-1,0.0
1693542910,Innova-1,0.0
1693542912,Innova-1,0.0
1693542914,Innova-1,0.0
1693542917,Innova-1,0.0
1693542919,Innova-1,0.0
1693542921,Innova-1,0.0
1693542923,Innova-1,0.0
1693542925,Innova-1,0.0
